reply_comment_total,digg_count,AF,IP,C-Label,video,comment_id,publication_time
0,0,这俩小伙不实在没给博主安排小姑娘,Hubei,Challenge Authenticity and Performativity,video62,comment26957,2025-05-07
0,1,哥 你带我演一集行吗 流泪,Shandong,Seeking Interaction and Imitation,video127,comment26958,2025-05-16
1,4,虽然但是 这不是一种穿衣风格吗…这有什么好攻击的…,Guangdong,Social Evaluation and Concepts,video33,comment26959,2025-04-09
2,0,说明什么，说明我以前不是精神小妹 看,Guangxi,Sharing Personal Experiences,video105,comment26960,2023-10-16
0,0,许家歌舞团散落人间,Guangdong,Regional and Group Characteristics,video134,comment26961,2025-03-09
0,0,乱创造新词，飞，窃，顺手,Henan,Social Evaluation and Concepts,video168,comment26962,2025-04-29
0,4,抖音后台审核含泪给你通过：终于有老铁懂我们了 流泪,Jilin,Social Evaluation and Concepts,video28,comment26963,2024-07-26
0,0,我掏一千我就演一集,Henan,Seeking Interaction and Imitation,video24,comment26964,2025-04-28
0,2,之情养过一个 确实听话 后来断了 她回老家去结婚了,Zhejiang,Sharing Personal Experiences,video50,comment26965,2025-02-11
0,1,深圳看了这都得落泪 捂脸,Guangdong,Regional and Group Characteristics,video30,comment26966,2025-01-24
1,3,说归说闹归闹 这些哥们儿没坑博主钱确实是 吃东西都是经济实惠的华莱士,Sichuan,Behavior and Lifestyle,video15,comment26967,2025-04-30
0,0,张震岳 我爱台妹，台妹爱我…… 泣不成声,Henan,Regional and Group Characteristics,video25,comment26968,2024-06-16
0,1,给我找到这个妮！,Fujian,Seeking Interaction and Imitation,video3,comment26969,2025-03-20
0,0,你以为的精神小妹 只是年轻的时候喜欢自由的 迷茫的自己。,Guizhou,Social Evaluation and Concepts,video101,comment26970,2025-01-19
0,0,最后一个才是最真实的上古真神 捂脸,Beijing,Social Evaluation and Concepts,video147,comment26971,2024-05-16
0,1,这不挺好，要的也不多啊 捂脸,Jiangsu,Social Evaluation and Concepts,video122,comment26972,2025-03-06
0,0,这小酒窝好美 捂脸,Zhejiang,Appearance and Attire,video25,comment26973,2024-06-18
0,0,他要是不说话的话，走中间感觉像个大哥了呢,Sichuan,Appearance and Attire,video15,comment26974,2025-04-30
0,0,江苏我来，爆金,Jiangsu,Regional and Group Characteristics,video46,comment26975,2025-04-18
0,0,头发也太油腻了 暗中观察,Heilongjiang,Appearance and Attire,video23,comment26976,2025-02-25
0,0,请问我可以用你的酒窝喝酒吗？,Guangxi,Appearance and Attire,video25,comment26977,2024-06-16
0,0,无锡常州苏州温柔,Jiangsu,Regional and Group Characteristics,video3,comment26978,2025-04-10
0,0,吃药吃懵逼了,Liaoning,Others,video126,comment26979,2024-08-08
0,1,还有一条，除了崩老头，她们还串酒吧KTV,Anhui,Behavior and Lifestyle,video122,comment26980,2025-03-07
0,1,咱们打个比方啊，比方你就是老宋 机智,Anhui,Seeking Interaction and Imitation,video122,comment26981,2025-03-21
0,1,三天饿九顿，不给吃还光挨揍！ 尬笑,Jiangsu,Behavior and Lifestyle,video105,comment26982,2023-10-12
0,0,我感觉这个妹妹好对我的眼缘，你把她让给我吧！ 捂脸,Chongqing,Seeking Interaction and Imitation,video25,comment26983,2024-06-17
0,1,这小妹以后也成网红了,Zhejiang,Social Evaluation and Concepts,video9,comment26984,2025-03-31
0,0,能吃算优点嘛,Zhejiang,Social Evaluation and Concepts,video8,comment26985,2025-03-19
0,0,物价真便宜 尬笑,Henan,Others,video51,comment26986,2025-04-17
0,0,奶茶还是请得起 呲牙,Fujian,Behavior and Lifestyle,video31,comment26987,2025-03-07
1,0,你要去搞个皮肤不 捂脸,Jiangsu,Appearance and Attire,video39,comment26988,2024-08-20
0,0,走啥啊，那是饿的 绿帽子,Guangxi,Social Evaluation and Concepts,video21,comment26989,2023-10-23
0,0,黄毛可不是白染的 看,Tianjin,Appearance and Attire,video7,comment26990,2024-12-09
1,1,暴富暴瘦） 泪奔听着像洛阳那的口音,Henan,Regional and Group Characteristics,video59,comment26991,2025-03-05
0,0,来四川玩嘛 可以看看 魔法披风,Sichuan,Regional and Group Characteristics,video25,comment26992,2024-06-16
0,0,以后也是 八离世家 啊,Heilongjiang,Social Evaluation and Concepts,video35,comment26993,2024-11-10
0,0,我就搞不懂精神小伙身边怎麼那么多好看的妹儿,Zhejiang,Social Evaluation and Concepts,video22,comment26994,2025-01-09
0,0,也就穿个衣服 我叫个 穿不是穿 憨笑,Guangdong,Appearance and Attire,video72,comment26995,2025-04-10
0,1,带我玩一集就行，我全掏了那天，给个让我接触精神小妹的机会 看,Zhejiang,Seeking Interaction and Imitation,video13,comment26996,2024-09-20
0,7,谈过的都知道，这类一旦谈到这辈子只会认定你一个人的。可惜…我的被我弄丢了 躺平,Beijing,Sharing Personal Experiences,video101,comment26997,2025-04-17
0,0,介绍给我 我带她玩 这么省钱 看,Zhejiang,Seeking Interaction and Imitation,video22,comment26998,2024-12-08
1,0,有点像你 展开说说,Guangdong,Seeking Interaction and Imitation,video82,comment26999,2024-07-04
0,0,醒醒吧只是段子 捂脸,Zhejiang,Challenge Authenticity and Performativity,video43,comment27000,2025-01-23
0,0,想起来那天碰上的那三个 泪奔,Shanxi,Sharing Personal Experiences,video30,comment27001,2025-01-13
0,0,我算是看明白了，这帮人为啥瘦，都他妈饿的 泪奔,Jiangsu,Behavior and Lifestyle,video15,comment27002,2025-04-30
0,0,把他微信跟我，我来当他哥哥 看,Fujian,Seeking Interaction and Imitation,video36,comment27003,2025-05-19
1,0,我看了他有一段时间了 有时候真挺有意思 泪奔,Fujian,Others,video9,comment27004,2025-04-15
0,0,我擦，新赛道啊,Shandong,Others,video7,comment27005,2024-12-08
0,0,在哪遇见精神小妹呢,Sichuan,Seeking Interaction and Imitation,video40,comment27006,2025-04-16
0,0,我的天 捂脸的确够精神 捂脸,Guangdong,Others,video13,comment27007,2024-09-14
0,4,我以前看过一个评论老好笑了：你以为精神小妹为什么瘦？当年我们一群人接到通知要打群架，走了10公里到对面山头，结果发现是自己人，又走10公里回去，什么都没得吃喝，不瘦才怪。,Guangxi,Behavior and Lifestyle,video4,comment27008,2025-04-17
0,0,太对了哈哈哈 泪奔,Liaoning,Others,video139,comment27009,2024-10-22
0,0,为什么我去算命的时候 算命的也一直说听懂了吗 听懂了吗 每句话后都要带这一句,Anhui,Sharing Personal Experiences,video23,comment27010,2025-04-07
5,57,还别说这些精神小妹还挺有原则的，感觉好好玩的样子 大笑,Jiangsu,Social Evaluation and Concepts,video4,comment27011,2025-04-16
0,2,这白裤子妹子走出了武松的感觉,Inner Mongolia,Behavior and Lifestyle,video66,comment27012,2025-03-10
0,0,口音不像延边的,Jilin,Regional and Group Characteristics,video99,comment27013,2025-03-07
0,0,短头发女孩有主见,Shandong,Social Evaluation and Concepts,video22,comment27014,2024-12-07
0,0,不知道为什么我看不得纹身好脏 害羞,Sichuan,Appearance and Attire,video119,comment27015,2025-05-13
0,0,喜欢精神小妹 看,Guangdong,Emotions and Interpersonal Relationships,video142,comment27016,2025-04-12
1,0,报你身份证号呢？,Shanghai,Social Evaluation and Concepts,video133,comment27017,2023-09-28
0,0,专门问今天喝不喝得冰的 不失礼貌的微笑晚上好有着,Chongqing,Behavior and Lifestyle,video79,comment27018,2025-03-13
0,0,去哪里能找到精神小妹啊,Anhui,Seeking Interaction and Imitation,video19,comment27019,2025-02-23
0,0,我的天呀 发呆,Liaoning,Others,video50,comment27020,2025-02-06
0,0,这脸红的呀 发呆,Shanxi,Appearance and Attire,video36,comment27021,2025-05-15
0,1,你们那是不是很好玩,Jiangsu,Seeking Interaction and Imitation,video53,comment27022,2025-02-12
0,0,老演员吧 抠鼻,Shanghai,Challenge Authenticity and Performativity,video36,comment27023,2025-05-08
0,0,太假了吧 捂脸,Jiangxi,Challenge Authenticity and Performativity,video53,comment27024,2025-05-16
0,3,我带逆子出去玩，半天叫不来一个人 捂脸然后直接去KTV喊了几个，人均消费三千六，以后有这种喊我，我去结账 捂脸,Shaanxi,Sharing Personal Experiences,video7,comment27025,2025-01-14
0,0,曾经的共和国长子啊，混成这样了,Chongqing,Regional and Group Characteristics,video148,comment27026,2024-10-17
0,0,我想出5000参与进去减肥 捂脸,Jiangsu,Seeking Interaction and Imitation,video56,comment27027,2024-06-12
0,0,小妹们买东西 喝东西也不宰人 思考再大点就不是花这些了,Ningxia,Behavior and Lifestyle,video106,comment27028,2025-01-06
0,2,妹妹，咱把头发洗洗,Anhui,Appearance and Attire,video23,comment27029,2025-02-21
0,0,精神小妹 和精神小伙的年纪上限是多少 为什么没有三四十岁的,Hubei,Regional and Group Characteristics,video122,comment27030,2025-03-06
0,0,吃点儿东西？手机自行修复了？,Chongqing,Others,video53,comment27031,2025-02-16
0,0,没用的，虽然我很喜欢干净，但是有时候也会把房间弄得很乱,Guangdong,Behavior and Lifestyle,video8,comment27032,2025-04-01
0,0,抱抱你懒得打字抽奖组 爱心,Jilin,Seeking Interaction and Imitation,video140,comment27033,2025-02-22
0,1,我也想找个精神小妹,Guangdong,Seeking Interaction and Imitation,video50,comment27034,2025-02-17
0,0,读书时候见过勒哈皮 捂脸,Sichuan,Sharing Personal Experiences,video5,comment27035,2022-09-10
0,1,有时候想想女生真是个很神奇的生物，平时在被窝里都全身冰，但在冬天也敢穿丝袜短裙什么的，我在朋友之中是最不怕冷的，但我冬天也不敢穿短裤，女生好神奇 捂脸,Sichuan,Behavior and Lifestyle,video124,comment27036,2025-03-26
0,0,这样打呀 捂脸 OK自己的画的小东西，打个自己喜欢的梗图，写上自推和自家产品，再打上自己的名字 捂脸 OK,Fujian,Sharing Personal Experiences,video28,comment27037,2024-07-24
1,3,这三位感觉不像没钱的主，演的,Jiangxi,Challenge Authenticity and Performativity,video22,comment27038,2024-12-09
0,0,下次能不能和她们商量商量录一段，好奇 泪奔,Heilongjiang,Seeking Interaction and Imitation,video55,comment27039,2025-02-05
0,0,谁能给我整个东北精神小妹玩玩，现实真没见过,Hainan,Seeking Interaction and Imitation,video34,comment27040,2024-06-12
0,0,真的假的哈哈,Shandong,Challenge Authenticity and Performativity,video21,comment27041,2023-10-23
1,0,一天就一顿，哎 这日子咋过啊 还不如找个班上,Guangdong,Behavior and Lifestyle,video13,comment27042,2025-05-03
0,0,和鬼迷 黑脸 强壮,Hebei,Appearance and Attire,video33,comment27043,2025-05-19
0,0,打听打听海南有没有这种店！,Hainan,Regional and Group Characteristics,video74,comment27044,2024-09-07
0,0,这情绪价值可以 捂脸 赞,Fujian,Emotions and Interpersonal Relationships,video1,comment27045,2025-03-15
0,0,她们是真开心，快乐,Chongqing,Behavior and Lifestyle,video23,comment27046,2025-02-21
0,0,这仨要不认识我把手机吃了 看,Jiangsu,Challenge Authenticity and Performativity,video50,comment27047,2025-02-05
0,0,这孩子咋整的，埋汰滴,Liaoning,Appearance and Attire,video53,comment27048,2025-02-11
0,0,我是精神小弟 快哭了,Heilongjiang,Seeking Interaction and Imitation,video159,comment27049,2024-11-25
1,3,电梯管理员是啥 发呆,Zhejiang,Others,video155,comment27050,2025-05-09
0,0,怎么办，你越来越梦融入进去了，不管从拖鞋还是舞姿 看,Yunnan,Appearance and Attire,video13,comment27051,2024-09-15
0,2,我最尬的一个 不点还唱生日歌,Hebei,Sharing Personal Experiences,video4,comment27052,2025-04-16
0,0,小妹我们这边不好找,Fujian,Seeking Interaction and Imitation,video20,comment27053,2025-05-03
0,0,段子挺好 尬笑,Liaoning,Others,video73,comment27054,2024-11-13
0,0,这不崩老头么 看,Jilin,Others,video16,comment27055,2025-02-06
0,0,得加强精神文明建设啊 捂脸,Yunnan,Social Evaluation and Concepts,video15,comment27056,2025-04-30
0,2,这发型够精神小伙 捂脸,Shaanxi,Appearance and Attire,video15,comment27057,2025-04-30
1,29,家里养个闺女一天就在外面鬼混，我是家长我要气死 尬笑,Chongqing,Social Evaluation and Concepts,video18,comment27058,2025-02-25
0,2,她到家你就走好吗 流泪,Anhui,Emotions and Interpersonal Relationships,video36,comment27059,2025-05-19
0,0,你是真容易脸红啊 捂脸,Jiangsu,Emotions and Interpersonal Relationships,video3,comment27060,2025-03-19
1,0,我要是活成这样。请砍死我 尬笑,Hubei,Social Evaluation and Concepts,video53,comment27061,2025-02-25
0,0,记得精神小妹没心没肺挺好的，不纠缠。前提是你得有资源，比如收点那种混混小弟娃；花一万估计能整个三四个吧！,Sichuan,Seeking Interaction and Imitation,video122,comment27062,2025-03-06
1,0,有点意思，舒服。社会人,Sichuan,Social Evaluation and Concepts,video15,comment27063,2025-05-17
0,0,能不能让我来一集 奸笑,Inner Mongolia,Seeking Interaction and Imitation,video127,comment27064,2025-05-11
0,0,没当成是因为太懒还乐意买好吃的 蜜蜂狗,Tianjin,Behavior and Lifestyle,video21,comment27065,2023-10-19
0,0,现在的妹子这样吗 捂脸,Shanghai,Others,video19,comment27066,2025-02-08
10,59,你拍的视频让我很纠结，又想看，又不明白为什么现在有那么多这类型的女孩子,Zhejiang,Social Evaluation and Concepts,video32,comment27067,2025-03-12
0,2,台湾妹子都这么漂亮的吗？要是这样的话也给我来一个 看,Beijing,Regional and Group Characteristics,video25,comment27068,2024-06-16
1,0,摇头啥意思啊，这好玩吗,Henan,Social Evaluation and Concepts,video137,comment27069,2024-06-23
0,0,其实我挺喜欢精神小妹，感觉她们很需要被保护 流泪，又是恋爱脑，又纯情又专一，唉 泣不成声如果有机会 我一定会好好保护她 我要照顾她一辈子 流泪,Hebei,Emotions and Interpersonal Relationships,video142,comment27070,2025-04-27
0,0,这个穿裙子的长得真带劲,Henan,Appearance and Attire,video85,comment27071,2025-02-27
0,0,这鞋好绿 呲牙,Shanxi,Appearance and Attire,video52,comment27072,2025-04-30
0,0,妥妥的大冤种,Guangdong,Social Evaluation and Concepts,video13,comment27073,2024-09-19
0,1,头发一个月没洗了，黄头 我看见我头皮都发痒 捂脸,Beijing,Appearance and Attire,video53,comment27074,2025-03-08
0,0,你们不认识我生吃两个福建人,Guangdong,Others,video38,comment27075,2025-04-21
0,0,不涨粉的原因 剧情毫无新意,Chongqing,Challenge Authenticity and Performativity,video93,comment27076,2025-03-09
5,0,不是很正常嘛，出的比dy早,Hunan,Challenge Authenticity and Performativity,video28,comment27077,2024-07-24
0,0,我也愿意花200让他们陪我玩,Sichuan,Seeking Interaction and Imitation,video30,comment27078,2025-01-15
0,0,我艹 我儿子要是这样子 我不揍死他,Guizhou,Social Evaluation and Concepts,video42,comment27079,2025-04-16
0,0,沈阳精神小妹是美中莎 劲中花 还有吸 看,Hebei,Regional and Group Characteristics,video21,comment27080,2023-10-18
0,1,你以前不会也拍过吧哈哈哈,Hunan,Seeking Interaction and Imitation,video5,comment27081,2022-09-11
0,0,啥单那么便宜，一百块还能找 呲牙,Anhui,Seeking Interaction and Imitation,video43,comment27082,2025-01-19
0,1,我也想铲别人 流泪,Ningxia,Seeking Interaction and Imitation,video15,comment27083,2025-05-01
0,0,听口音不像济南市区的啊 呲牙,Shandong,Regional and Group Characteristics,video64,comment27084,2025-05-10
0,0,玩的真嗨，花大几千也没这效果 捂脸,Shandong,Behavior and Lifestyle,video1,comment27085,2025-05-10
1,2,都给我瘦成这样 微笑,Henan,Appearance and Attire,video158,comment27086,2023-07-18
0,0,这小姑娘有抖音么,Jiangsu,Seeking Interaction and Imitation,video36,comment27087,2025-05-19
1,4,我也想跟一群精神小伙生活一段时间 流泪,Hunan,Seeking Interaction and Imitation,video83,comment27088,2024-12-03
0,0,小心进去三年,Jiangsu,Social Evaluation and Concepts,video2,comment27089,2025-04-18
1,0,去海底涝还可以这么玩 只吃十块钱那个调料费 其他的不吃,Guangdong,Behavior and Lifestyle,video31,comment27090,2024-11-13
0,0,好像跟他们一起玩,Jiangsu,Seeking Interaction and Imitation,video13,comment27091,2024-09-14
0,0,这个是真喜欢啊,Hunan,Emotions and Interpersonal Relationships,video57,comment27092,2025-05-03
3,1,广西精神小伙不服，申请出战,Guangxi,Regional and Group Characteristics,video15,comment27093,2025-04-30
0,0,哪找的？给我来一个,Liaoning,Seeking Interaction and Imitation,video36,comment27094,2025-05-10
0,2,妹子平时都用什么保护烟嗓啊 憨笑 赞,Sichuan,Appearance and Attire,video30,comment27095,2025-01-15
0,2,吃完再说。但是借也是真的借。。,Guangdong,Behavior and Lifestyle,video13,comment27096,2024-09-14
0,0,到了臭袜子后面怎么停顿了一下？ 是不是 看,Shandong,Challenge Authenticity and Performativity,video55,comment27097,2025-01-30
0,0,我给你报名了,Shandong,Seeking Interaction and Imitation,video51,comment27098,2025-04-30
0,1,这广子是真吃饱了,Hebei,Challenge Authenticity and Performativity,video29,comment27099,2025-05-19
0,0,我要当干妈 看,Yunnan,Seeking Interaction and Imitation,video5,comment27100,2022-09-10
0,0,没钱可以借花呗,Jiangxi,Behavior and Lifestyle,video4,comment27101,2025-04-23
0,0,乌鸦哥来了都得把桌子上的菜放好 捂脸,Sichuan,Social Evaluation and Concepts,video22,comment27102,2024-12-08
0,0,周口彩礼38万，恁是一点不着吗,Anhui,Regional and Group Characteristics,video84,comment27103,2025-02-08
0,1,曾经最喜欢的类型，现在我高攀不起 快哭了,Hainan,Sharing Personal Experiences,video158,comment27104,2023-09-28
0,0,呲牙这有点哈社会接班人啊,Anhui,Social Evaluation and Concepts,video53,comment27105,2025-02-15
0,0,下载隔壁软件纯纯为了几块钱 暗中观察,Jiangsu,Behavior and Lifestyle,video28,comment27106,2024-07-25
1,0,之前我还是精神小妹累,Henan,Sharing Personal Experiences,video5,comment27107,2022-09-08
0,0,我之前初中就有很多精神小妹，精神小伙天天在学校装逼没一点素质也就知道欺负欺负学校的老实人了出了学校啥也不是，身世可怜的一个没有就算有当上精神小妹的那一刻也不值得可怜，如果还能可怜上，除非是同类，还有一种是没有欺负到他身上欺负到就老实了 憨笑,Henan,Social Evaluation and Concepts,video6,comment27108,2025-04-26
0,0,所以说要有钱，什么都有了,Hubei,Social Evaluation and Concepts,video4,comment27109,2025-04-17
0,0,这垃圾短袖要50一件,Jiangsu,Behavior and Lifestyle,video15,comment27110,2025-04-30
0,0,奶白，精神小妹。,Shandong,Appearance and Attire,video64,comment27111,2025-05-10
0,0,为啥要介意？都是来体验一下而已 呲牙,Guangdong,Social Evaluation and Concepts,video44,comment27112,2025-04-04
0,0,你们东北就在东北好好干！千万别出来！求求你们了,Jiangsu,Regional and Group Characteristics,video150,comment27113,2024-11-09
0,0,把辣条油均匀抹在刘海上,Zhejiang,Appearance and Attire,video82,comment27114,2024-08-27
0,0,有没有给我也来一个,Jiangxi,Seeking Interaction and Imitation,video3,comment27115,2025-05-15
0,0,全是些二流子货,Fujian,Social Evaluation and Concepts,video15,comment27116,2025-05-01
0,0,为什么宁波没有呢,Zhejiang,Regional and Group Characteristics,video50,comment27117,2025-01-25
0,1,现在学习台湾话，不早的 马上就能用了 666,Liaoning,Regional and Group Characteristics,video25,comment27118,2024-06-16
0,1,隔壁精神小妹正在骂你们呢 捂脸 OK要来音符把你们霍霍了 捂脸 OK,Hunan,Emotions and Interpersonal Relationships,video28,comment27119,2024-07-25
1,0,地域黑 俺不中了,Jiangsu,Social Evaluation and Concepts,video15,comment27120,2025-04-30
0,0,带她回家就完了呗,Liaoning,Emotions and Interpersonal Relationships,video139,comment27121,2024-09-15
0,0,锤哥稳到点。这些都是未成年。妈老汉找起来你娃要着哦,Chongqing,Social Evaluation and Concepts,video12,comment27122,2025-02-27
0,0,叫他带带我吧 流泪,Guangdong,Seeking Interaction and Imitation,video183,comment27123,2025-03-07
0,0,这一集。。。真成翘嘴了 捂脸,Xinjiang,Challenge Authenticity and Performativity,video51,comment27124,2025-05-06
1,0,而复始 他的衣服跟你那个一样好像，但是是长袖,Shaanxi,Appearance and Attire,video72,comment27125,2025-04-06
2,1,发呆听到驻马店那一刻震惊了而且还在家门口 捂脸,Henan,Regional and Group Characteristics,video15,comment27126,2025-04-30
0,0,想认识精神小妹上哪领,Shanghai,Seeking Interaction and Imitation,video151,comment27127,2025-05-04
0,1,辣老师 耍不耍朋友,Sichuan,Seeking Interaction and Imitation,video161,comment27128,2025-05-08
3,0,这个在济南哪里 展开说说 衣服看着还行来 展开说说有大神知道的不 麻烦告知下呗 流泪,Shandong,Regional and Group Characteristics,video64,comment27129,2025-05-10
0,0,我感觉精神小妹普遍都很漂亮 而且也不物质 可怜,Fujian,Social Evaluation and Concepts,video101,comment27130,2025-01-18
0,1,双胞胎啊这两个,Chongqing,Appearance and Attire,video12,comment27131,2025-02-27
1,2,房主赔大大的了，租一个住十个，谁受的了啊,Liaoning,Social Evaluation and Concepts,video115,comment27132,2024-11-28
0,0,把现实演得淋漓尽致 鼓掌,Guangdong,Challenge Authenticity and Performativity,video136,comment27133,2025-01-29
0,0,其实他们过的挺快乐的,Shanghai,Social Evaluation and Concepts,video60,comment27134,2025-04-02
0,0,真漂亮，这种是精神小妹儿？这是好女孩儿吧,Hebei,Social Evaluation and Concepts,video50,comment27135,2025-02-07
0,0,坏咧，奶贝到西市场咧,Shandong,Regional and Group Characteristics,video64,comment27136,2025-05-10
0,0,主动点就是你的 奸笑,Henan,Emotions and Interpersonal Relationships,video158,comment27137,2023-07-13
0,0,这次的妹子可以哦,Guangdong,Appearance and Attire,video93,comment27138,2025-03-10
0,0,为毛和精神小妹在一起毫无违和感 捂脸,Guizhou,Others,video89,comment27139,2025-05-07
23,202,怎么我试了两次，精神小妹都说让我滚蛋呢 捂脸,Hebei,Seeking Interaction and Imitation,video49,comment27140,2025-04-20
0,0,下次叫上我，出五十 泣不成声,Jiangsu,Seeking Interaction and Imitation,video7,comment27141,2024-12-08
2,0,抠鼻不行啊我这模样一接近那些姑娘人家都吓跑了 泣不成声我也不丑啊 捂脸,Henan,Sharing Personal Experiences,video40,comment27142,2025-04-09
0,0,我要当精神小伙，我要当精神小伙 捂脸,Liaoning,Seeking Interaction and Imitation,video4,comment27143,2025-04-16
0,0,广州根本没有,Guangdong,Regional and Group Characteristics,video40,comment27144,2025-04-17
0,0,锤哥，家里有矿，， 酷拽，天天请客， 捂脸,Guangdong,Behavior and Lifestyle,video104,comment27145,2025-02-25
1,0,给你们一块带我玩一天 黑脸,Yunnan,Seeking Interaction and Imitation,video65,comment27146,2025-02-01
0,0,瓜子这app一下载，就有骚扰电话,Shandong,Others,video10,comment27147,2025-03-26
0,0,不是，乱丢垃圾是吧 黑脸,Fujian,Behavior and Lifestyle,video50,comment27148,2025-01-25
0,0,不上学不上班，天天马路上溜达着玩吗 捂脸,Shandong,Behavior and Lifestyle,video64,comment27149,2025-05-09
0,1,互吹起来了 尬笑美容公司，传媒公司，我是经过专业训练的,Guangdong,Challenge Authenticity and Performativity,video136,comment27150,2025-01-29
0,6,第一次觉得精神小妹好帅,Sichuan,Appearance and Attire,video112,comment27151,2024-07-30
0,0,你们是怎么做到穿这身行头去拍视频不尴尬的？,Guangdong,Appearance and Attire,video178,comment27152,2025-04-26
0,0,台湾有什么玩的，跟县城一样 看,Zhejiang,Regional and Group Characteristics,video25,comment27153,2024-06-16
0,3,打火影很丢人吗说什么格斗游戏 黑脸,Hebei,Others,video45,comment27154,2025-02-17
0,0,河南新乡找个精神小妹，找不到啊 捂脸,Henan,Regional and Group Characteristics,video51,comment27155,2025-05-01
0,0,兜兜转转还是你 泣不成声,Hunan,Emotions and Interpersonal Relationships,video5,comment27156,2022-12-06
0,0,我也试了一次，直接出去吃顿饭，两百没够 泪奔,Yunnan,Sharing Personal Experiences,video108,comment27157,2025-03-26
0,0,远离穷人 捂脸,Beijing,Social Evaluation and Concepts,video6,comment27158,2025-04-27
0,0,我们这就有一个人只知道打扮自己，家里啥都不收拾 尬笑特别脏 我想静静我是穿的普普通通，但是家里必须干净那种 尬笑,Hebei,Sharing Personal Experiences,video8,comment27159,2025-03-19
0,0,我去，我说为啥感觉很眼熟，你瞧瞧这是哪,Jiangxi,Regional and Group Characteristics,video31,comment27160,2025-01-06
0,1,35的中年大叔看的都想在谈一次恋爱了 捂脸,Henan,Others,video24,comment27161,2025-04-26
0,0,房东居然还没哄走她,Beijing,Sharing Personal Experiences,video8,comment27162,2025-03-19
4,41,从小没叛逆过 有没有河南精神小妹群 拉我一个 带我疯狂一把,Henan,Seeking Interaction and Imitation,video115,comment27163,2024-12-04
0,0,嘴也没整好啊,Heilongjiang,Appearance and Attire,video99,comment27164,2025-02-27
0,0,我去给带来家 呲牙,Jiangsu,Seeking Interaction and Imitation,video139,comment27165,2024-10-04
0,0,我也想体验一下 泣不成声,Zhejiang,Seeking Interaction and Imitation,video106,comment27166,2025-02-09
11,130,你们都再说精神小妹瘦 那时候我当精神小妹的时候一天零花钱顶多喝杯奶茶 剩下的买包烟啥的就没钱了 跟闺蜜硬逛能不瘦吗 一天走个十几公里常有的事 有时候一天两个人吃一个小份的粉 流泪,Jiangxi,Sharing Personal Experiences,video17,comment27167,2025-02-23
0,0,这妹子可以 捂脸,Henan,Appearance and Attire,video36,comment27168,2025-05-14
0,2,这种女生勤俭持家啊，能谈，生怕她吃亏 酷拽,Jiangxi,Emotions and Interpersonal Relationships,video30,comment27169,2025-01-13
1,0,纳闷都是大摆锤 发呆,Sichuan,Behavior and Lifestyle,video176,comment27170,2025-03-19
0,0,看这视频就知道为啥社会这样了,Hebei,Social Evaluation and Concepts,video22,comment27171,2024-12-09
0,0,《奔跑吧，小妹哥！》,Hebei,Others,video14,comment27172,2025-04-25
0,0,小雨能不能尝试一下画别的妆比如纯欲装那种,Guangxi,Appearance and Attire,video100,comment27173,2025-05-17
0,0,这个是真喜欢！,Hebei,Others,video51,comment27174,2025-04-17
1,0,多少钱能有这待遇,Shanxi,Seeking Interaction and Imitation,video1,comment27175,2025-03-14
0,0,花总竟然会在佛山,Guangdong,Regional and Group Characteristics,video19,comment27176,2025-02-07
0,0,哈哈哈，哪个地方找这么多精神小妹和小伙？,Sichuan,Seeking Interaction and Imitation,video94,comment27177,2024-11-16
0,0,我们九零后不知不觉都是中登了,Inner Mongolia,Regional and Group Characteristics,video155,comment27178,2025-05-09
0,0,剧本啊 看精神小妹厉害了,Liaoning,Challenge Authenticity and Performativity,video34,comment27179,2024-06-10
0,0,艾特出来我要了,Chongqing,Seeking Interaction and Imitation,video57,comment27180,2025-05-02
0,0,妹妹可爱 大笑 玫瑰,Fujian,Appearance and Attire,video80,comment27181,2025-02-22
0,0,妹妹綦江的啊,Chongqing,Regional and Group Characteristics,video124,comment27182,2025-03-26
4,63,该说不说，这钱花的挺直,Liaoning,Behavior and Lifestyle,video99,comment27183,2025-02-27
0,0,不知道刚走的女孩 看到这种情况 是怎样的心情,Jiangxi,Emotions and Interpersonal Relationships,video110,comment27184,2025-05-14
1,0,除了演员不一样 发呆,Shanxi,Challenge Authenticity and Performativity,video77,comment27185,2025-05-06
0,0,带我玩自己吃 微笑,Shandong,Seeking Interaction and Imitation,video22,comment27186,2024-12-10
0,0,笑死我了哈哈借着模仿展现真实的自己,Hunan,Seeking Interaction and Imitation,video5,comment27187,2022-09-11
0,4,不管了 灵机一动,Fujian,Others,video45,comment27188,2025-02-17
1,0,洗头一人五块，理发25吧估计,Shanxi,Behavior and Lifestyle,video86,comment27189,2025-03-06
0,2,怎么能做到几个人男女混房？ 捂脸,Guangdong,Social Evaluation and Concepts,video13,comment27190,2024-09-14
1,0,我想问这是演的，还是真的啊，现实真有这样的吗 捂脸,Heilongjiang,Challenge Authenticity and Performativity,video141,comment27191,2025-02-25
1,0,我觉得这个女孩子好可怜，咋这么小就被父母逼婚，他父母啥情况哦,Sichuan,Emotions and Interpersonal Relationships,video83,comment27192,2024-10-12
0,0,真有这福利够精神小伙潇洒半个月了,Guangdong,Behavior and Lifestyle,video131,comment27193,2024-09-22
1,0,这样的孩子以后一定能赚到钱 呲牙,Zhejiang,Social Evaluation and Concepts,video4,comment27194,2025-04-16
